id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,year
7877,Robert Andrich,29,2529,5,2.3250317201018333,2,1.9729619706049562,41,20,5,1,M,Union Berlin,5,2.3250317201018333,11.184412397444248,7.768359644338489,bundesliga,2020
8292,Dani Olmo,32,2209,5,6.939714565873146,9,5.530818520113826,77,41,1,0,F M S,RasenBallsport Leipzig,4,6.181937575340271,19.371167447417974,10.323801381513476,bundesliga,2020
8397,Florian Wirtz,29,2233,5,4.467319151386619,6,4.641136834397912,31,48,1,0,F M S,Bayer Leverkusen,5,4.467319151386619,14.26437513064593,6.706637638621032,bundesliga,2020
8791,Ritsu Doan,34,2792,5,5.026420509442687,2,3.679046434815973,69,45,1,0,F M S,Arminia Bielefeld,5,5.026420509442687,7.388814183883369,2.2285932768136263,bundesliga,2020
8792,Fabian Klos,34,2750,5,7.102315234020352,2,4.547046024352312,54,32,4,0,F M S,Arminia Bielefeld,4,5.586842196062207,12.630963830277324,3.9432777035981417,bundesliga,2020
64,Filip Kostic,30,2535,4,4.1149656772613525,15,14.134800320491195,52,88,4,0,D M S,Eintracht Frankfurt,4,4.1149656772613525,18.563068574294448,4.895749693736434,bundesliga,2020
158,Bas Dost,12,819,4,4.29096719622612,2,2.622365429997444,15,11,3,0,F S,Eintracht Frankfurt,3,3.5333522260189056,7.274478621780872,1.9131001457571983,bundesliga,2020
223,Joshua Kimmich,27,2191,4,2.4796801395714283,10,5.316638592630625,37,64,4,0,M S,Bayern Munich,4,2.4796801395714283,19.53642236441374,15.879371102899313,bundesliga,2020
262,Leonardo Bittencourt,27,1535,4,3.81171421892941,1,0.8802236896008253,43,17,3,0,F M S,Werder Bremen,3,3.0539381969720125,5.218877417966723,2.1515041776001453,bundesliga,2020
300,Daniel Didavi,23,968,4,2.87759274430573,3,2.923883318901062,23,26,2,0,F M S,VfB Stuttgart,4,2.87759274430573,6.49139915779233,2.219109097495675,bundesliga,2020
316,Gonzalo Castro,26,1765,4,3.449237296357751,2,2.8416578574106097,31,42,9,0,M S,VfB Stuttgart,4,3.449237296357751,9.100421667098999,4.621512320358306,bundesliga,2020
1040,Angelino,26,2170,4,4.549379473552108,4,5.8101273868232965,35,53,2,0,D F M S,RasenBallsport Leipzig,4,4.549379473552108,13.65029652416706,7.40554310195148,bundesliga,2020
2611,Philipp Lienhart,34,2997,4,2.2981128059327602,0,0.11546599958091974,9,4,4,0,D M,Freiburg,4,2.2981128059327602,6.563692403957248,6.418881110846996,bundesliga,2020
2631,Karim Onisiwo,31,1844,4,4.838212939910591,0,1.9522582776844501,55,19,2,0,F M S,Mainz 05,4,4.838212939910591,8.310807656496763,2.171635951846838,bundesliga,2020
3349,Ramy Bensebaini,25,1815,4,2.6612920658662915,0,1.2141721975058317,22,10,7,0,D M S,Borussia M.Gladbach,3,1.9035150902345777,5.551079474389553,4.655898850411177,bundesliga,2020
5257,Willi Orban,29,2354,4,3.4941125977784395,1,0.6733300043269992,22,7,4,0,D S,RasenBallsport Leipzig,4,3.4941125977784395,8.901388732716441,8.138786545023322,bundesliga,2020
5273,Kerem Demirbay,29,1745,4,3.542001763358712,3,3.2909065075218678,44,35,2,0,M S,Bayer Leverkusen,4,3.542001763358712,8.611821599304676,4.1324057430028915,bundesliga,2020
6228,Luka Jovic,18,888,4,2.790965911000967,0,0.8215078078210354,25,5,2,0,F S,Eintracht Frankfurt,4,2.790965911000967,5.708761340007186,2.772551082074642,bundesliga,2020
6475,Lucas Höler,33,2100,4,8.56891804561019,4,2.5385501235723495,44,21,5,0,F M S,Freiburg,4,8.56891804561019,12.476927936077118,3.4745119884610176,bundesliga,2020
6556,Moussa Diaby,32,2400,4,4.85926175955683,10,7.467326698824763,50,45,5,0,D F M S,Bayer Leverkusen,4,4.85926175955683,14.78585029579699,3.3318043015897274,bundesliga,2020
7267,Woo-Yeong Jeong,26,803,4,1.5147909242659807,0,1.1904618060216308,14,13,0,0,F M S,Freiburg,4,1.5147909242659807,5.029625874012709,2.8268029456958175,bundesliga,2020
8140,Munas Dabbur,22,1003,4,5.188749678432941,0,0.5485603883862495,28,13,2,0,F M S,Hoffenheim,4,4.431054659187794,6.793062217533588,2.2213279083371162,bundesliga,2020
8191,Giovanni Reyna,32,1985,4,4.2951662465929985,5,4.956997528672218,38,35,1,0,M S,Borussia Dortmund,4,4.2951662465929985,14.247163243591785,8.086229480803013,bundesliga,2020
88,Mark Uth,20,1499,3,2.927986714988947,1,1.4407714512199163,35,21,5,0,F M S,Schalke 04,3,2.927986714988947,5.1600733157247305,2.2455962719395757,bundesliga,2020
110,Theodor Gebre Selassie,34,3034,3,1.2961490768939257,1,1.220303876325488,19,18,3,0,D M,Werder Bremen,3,1.2961490768939257,6.43692172318697,4.698421811684966,bundesliga,2020
131,Jonas Hector,19,1299,3,2.7284650998190045,1,1.79740871489048,27,18,2,0,D M S,FC Cologne,3,2.7284650998190045,5.736773025244474,2.245864352211356,bundesliga,2020
153,Maximilian Arnold,30,2596,3,2.0052393339574337,6,4.414873599074781,55,49,7,1,M,Wolfsburg,3,2.0052393339574337,10.824792006984353,8.328871803358197,bundesliga,2020
212,Nico Elvedi,29,2542,3,2.3761499989777803,0,0.10026519931852818,12,3,1,0,D,Borussia M.Gladbach,3,2.3761499989777803,4.572054971009493,4.498618166893721,bundesliga,2020
261,Julian Brandt,31,1485,3,2.8410848304629326,2,2.499097554013133,22,31,0,0,F M S,Borussia Dortmund,3,2.8410848304629326,14.691908612847328,10.011145012453198,bundesliga,2020
339,Eric Maxim Choupo-Moting,22,802,3,4.213334150612354,0,1.3107478013262153,20,12,2,0,F M S,Bayern Munich,3,4.213334150612354,6.452552545815706,1.0414462089538574,bundesliga,2020
443,Peter Pekarík,23,1723,3,1.5625508073717356,1,0.8000666983425617,7,9,4,0,D S,Hertha Berlin,3,1.5625508073717356,5.361038196831942,3.570916762575507,bundesliga,2020
4243,Christian Günter,34,3060,3,0.8551353067159653,3,5.885400656610727,26,69,2,0,D,Freiburg,3,0.8551353067159653,10.019230235368013,6.679834362119436,bundesliga,2020
4280,Davie Selke,23,786,3,3.762144638225436,0,0.38879120722413063,28,8,4,0,F S,Werder Bremen,2,3.004448665305972,3.169440370053053,0.6270286981016397,bundesliga,2020
4340,Grischa Prömel,24,1844,3,1.809668711386621,1,1.2330125784501433,20,9,7,0,M S,Union Berlin,3,1.809668711386621,6.768799351528287,4.530772181227803,bundesliga,2020
5659,Nordi Mukiele,28,1696,3,2.900100206024945,1,1.9217350520193577,21,11,5,0,D M S,RasenBallsport Leipzig,3,2.900100206024945,7.940158700570464,5.496903823688626,bundesliga,2020
5989,Moussa Niakhate,32,2867,3,2.3970590978860855,1,1.683492073789239,10,16,8,1,D,Mainz 05,2,1.6394441276788712,8.025235576555133,6.658010860905051,bundesliga,2020
6357,Marco Richter,29,1403,3,4.99990101531148,1,1.3199817165732384,55,15,2,1,F M S,Augsburg,3,4.99990101531148,6.450926210731268,0.7611310109496117,bundesliga,2020
6522,Cedric Teuchert,24,718,3,3.634605288505554,1,0.9422438852488995,24,8,2,0,F M S,Union Berlin,3,3.634605288505554,5.573095675557852,1.4393297582864761,bundesliga,2020
6523,Milot Rashica,24,1453,3,3.689990196377039,1,1.6211802242323756,43,19,0,0,F M S,Werder Bremen,2,2.932213205844164,6.568546002730727,2.9783032834529877,bundesliga,2020
6963,Justin Kluivert,19,815,3,3.1955405389890075,0,0.8727305177599192,18,12,2,0,D F M S,RasenBallsport Leipzig,3,3.1955405389890075,4.584492281079292,0.5739196017384529,bundesliga,2020
7049,Evan Ndicka,23,2047,3,1.6597138196229935,1,0.22994470223784447,17,6,10,0,D,Eintracht Frankfurt,3,1.6597138196229935,6.184271488338709,5.8648682944476604,bundesliga,2020
7058,Kevin Stöger,19,514,3,1.6995514379814267,0,1.0339438943192363,9,11,3,0,M S,Mainz 05,3,1.6995514379814267,3.896443411707878,1.5237307008355856,bundesliga,2020
7289,Amin Younes,26,1410,3,3.2914874060079455,3,1.8431309275329113,33,23,5,0,M S,Eintracht Frankfurt,3,3.2914874060079455,7.310956299304962,3.3175556752830744,bundesliga,2020
7501,Amadou Haidara,31,1909,3,3.492761965841055,1,2.7209727270528674,42,35,4,0,D F M S,RasenBallsport Leipzig,3,3.492761965841055,11.410779979079962,6.280218498781323,bundesliga,2020
7880,Sebastian Andersson,16,1145,3,5.566060222685337,0,0.39618240017443895,39,7,1,0,F S,FC Cologne,2,4.808283157646656,5.0408132039010525,0.37968319095671177,bundesliga,2020
7882,Sheraldo Becker,18,1125,3,1.5635078512132168,3,3.85877588018775,31,18,2,0,F M S,Union Berlin,3,1.5635078512132168,5.874143165536225,1.0159601951017976,bundesliga,2020
7883,Marcus Ingvartsen,30,1989,3,3.940165899693966,5,2.5287782046943903,38,24,4,0,F M S,Union Berlin,3,3.1824697740375996,8.522312108427286,4.476009886711836,bundesliga,2020
8171,Hannes Wolf,32,1354,3,1.9306361339986324,2,2.3530817050486803,16,15,2,0,F M S,Borussia M.Gladbach,3,1.9306361339986324,8.732583351433277,5.097049962729216,bundesliga,2020
8808,Wataru Endo,33,2959,3,2.369830614887178,3,1.996662664692849,28,26,5,0,M,VfB Stuttgart,3,2.369830614887178,14.50840612500906,12.522141143679619,bundesliga,2020
9076,Philipp Förster,25,1522,3,4.180548965930939,1,2.8633682476356626,20,28,4,0,F M S,VfB Stuttgart,3,3.422768920660019,9.670575151219964,4.845603851601481,bundesliga,2020
9133,Youssoufa Moukoko,14,394,3,2.2534760124981403,0,0.7388400211930275,20,2,0,0,F S,Borussia Dortmund,3,2.2534760124981403,4.139004215598106,1.2229014486074448,bundesliga,2020
22,John Brooks,32,2774,2,1.9191456772387028,0,0.21855300292372704,19,6,5,0,D S,Wolfsburg,2,1.9191456772387028,8.991370817646384,8.848780347034335,bundesliga,2020
38,Daniel Brosinski,21,1437,2,1.8527224194258451,1,2.578037118539214,10,27,0,0,D M S,Mainz 05,0,0.3371688034385443,5.620027482509613,4.200796553865075,bundesliga,2020
42,Julian Baumgartlinger,17,1074,2,1.3454936929047108,0,0.18132720421999693,7,6,1,0,M S,Bayer Leverkusen,2,1.3454936929047108,4.080331444740295,3.8152094930410385,bundesliga,2020
81,Jonathan Schmid,31,2409,2,1.0132808042690158,2,2.5553154312074184,21,25,4,0,D M S,Freiburg,2,1.0132808042690158,8.731354193761945,6.023160753771663,bundesliga,2020
82,Nadiem Amiri,29,1882,2,2.0844308882951736,6,3.245520479977131,42,38,5,0,M S,Bayer Leverkusen,2,2.0844308882951736,10.62700929865241,8.20578945055604,bundesliga,2020
116,Florian Grillitsch,26,1892,2,2.144049392081797,1,1.8991437014192343,20,16,4,1,D F M S,Hoffenheim,2,2.144049392081797,11.27082690782845,8.603483263403177,bundesliga,2020
125,Maximilian Eggestein,33,2944,2,1.007947693578899,5,3.1176403304561973,22,29,5,0,M,Werder Bremen,2,1.007947693578899,9.22166282683611,6.8857447896152735,bundesliga,2020
140,Yannick Gerhardt,29,1924,2,3.7495582550764084,4,3.4470597486943007,31,23,3,0,D M S,Wolfsburg,2,3.7495582550764084,9.541179701685905,3.3395404778420925,bundesliga,2020
184,Ömer Toprak,26,1959,2,0.8092715702950954,0,0.023549899458885193,10,1,1,0,D S,Werder Bremen,2,0.8092715702950954,1.3766507105901837,1.3650086121633649,bundesliga,2020
315,Matthias Ginter,34,3060,2,1.6111423801630735,1,1.5308020748198032,23,10,2,0,D,Borussia M.Gladbach,2,1.6111423801630735,9.930436286143959,8.550056363455951,bundesliga,2020
340,Klaas-Jan Huntelaar,9,600,2,3.8373781740665436,1,0.47670070081949234,13,5,2,0,F S,Schalke 04,2,3.079758197069168,3.2666079849004745,0.5458663031458855,bundesliga,2020
391,David Alaba,32,2678,2,0.9690245809033513,3,1.9845833936706185,21,28,4,0,D M S,Bayern Munich,2,0.9690245809033513,17.068848632276058,15.757669802755117,bundesliga,2020
2668,Martin Hinteregger,29,2531,2,2.02283254545182,1,0.9886685032397509,24,9,4,0,D,Eintracht Frankfurt,2,2.02283254545182,8.27713571023196,7.400655137374997,bundesliga,2020
2693,Marius Wolf,31,2573,2,3.2861697571352124,2,2.5736021921038628,41,25,3,0,D F M S,FC Cologne,2,3.2861697571352124,8.00503845885396,4.994026584550738,bundesliga,2020
4291,Marc-Oliver Kempf,32,2737,2,1.2897396804764867,1,0.4024337064474821,18,10,5,0,D,VfB Stuttgart,2,1.2897396804764867,8.512182772159576,8.085765816271305,bundesliga,2020
5235,Aymen Barkok,26,951,2,2.0234119072556496,3,3.198934099636972,19,26,5,0,D F M S,Eintracht Frankfurt,2,2.0234119072556496,6.219773769378662,3.1459713373333216,bundesliga,2020
5254,Marcel Halstenberg,24,1650,2,2.175646962597966,3,1.9904574817046523,14,28,2,0,D S,RasenBallsport Leipzig,1,1.4178705606609583,9.169748090207577,7.5953942984342575,bundesliga,2020
5292,Manuel Gulde,27,1958,2,0.5927150063216686,0,0.0,9,0,3,0,D S,Freiburg,2,0.5927150063216686,4.421701434999704,4.421701434999704,bundesliga,2020
5717,Amine Harit,28,2123,2,1.570903996936977,5,4.626862993463874,22,50,4,0,F M S,Schalke 04,2,1.570903996936977,7.832757381722331,3.475557617843151,bundesliga,2020
5759,Matteo Guendouzi,24,1809,2,0.7871310003101826,1,1.8100112052634358,17,18,5,0,M S,Hertha Berlin,2,0.7871310003101826,5.1469280906021595,3.2640011124312878,bundesliga,2020
6096,Sergio Córdova,23,1091,2,2.9544407799839973,1,0.6872504949569702,20,12,0,0,F M S,Arminia Bielefeld,2,2.9544407799839973,4.66241998039186,1.1876612044870853,bundesliga,2020
6352,Valentino Lazaro,22,1230,2,1.8091706074774265,0,1.2182256765663624,15,17,3,0,D M S,Borussia M.Gladbach,2,1.8091706074774265,6.592180976644158,3.7790784128010273,bundesliga,2020
6490,Manuel Akanji,28,2350,2,1.9763380773365498,0,0.20792310126125813,19,3,4,0,D S,Borussia Dortmund,2,1.9763380773365498,10.620239995419979,10.386768996715546,bundesliga,2020
6837,Ryan Sessegnon,23,1567,2,0.7834270186722279,3,1.5961727667599916,5,16,4,0,D M S,Hoffenheim,2,0.7834270186722279,4.771410923451185,2.77591679058969,bundesliga,2020
7059,Benito Raman,25,1245,2,2.469737741164863,0,1.3358156830072403,26,14,2,0,F M S,Schalke 04,2,2.469737741164863,3.6506886538118124,0.8288288014009595,bundesliga,2020
7107,Jean-Paul Boëtius,31,2086,2,3.3356855027377605,4,6.803743686527014,29,34,5,0,F M S,Mainz 05,2,3.3356855027377605,13.248810466378927,6.524871790781617,bundesliga,2020
7108,Jonathan Burkardt,29,1389,2,3.638251444324851,0,1.9553392119705677,29,13,0,0,D F M S,Mainz 05,2,3.638251444324851,7.114943573251367,2.102234533056617,bundesliga,2020
7109,Leandro Barreiro Martins,29,2325,2,4.806379362940788,2,2.341297250241041,33,19,5,0,M S,Mainz 05,2,4.806379362940788,11.087319895625114,4.184132680296898,bundesliga,2020
7783,Xaver Schlager,32,2651,2,2.6503377333283424,4,3.817872976884246,49,24,7,0,M S,Wolfsburg,2,2.6503377333283424,13.22123559564352,7.699162695556879,bundesliga,2020
7789,Dominick Drexler,27,1217,2,2.0897631011903286,1,2.6153809055685997,12,15,1,0,F M S,FC Cologne,2,2.0897631011903286,5.7599399499595165,3.5228391587734222,bundesliga,2020
7831,Stefan Lainer,33,2783,2,1.9452806999906898,2,3.743686866015196,25,37,2,0,D M S,Borussia M.Gladbach,2,1.9452806999906898,10.005759201943874,7.10742350295186,bundesliga,2020
